Timestamp,How often do you use AI tools when working on Wagtail projects?,How would you describe your level of experience with AI-assisted development?,What kinds of AI tools do you use on projects?,How well does current AI tooling work on Wagtail projects?,How systematically do you use AI tools for the following tasks? [Requirements gathering],How systematically do you use AI tools for the following tasks? [Architecture design],How systematically do you use AI tools for the following tasks? [Drafting acceptance criteria],How systematically do you use AI tools for the following tasks? [Data modelling],How systematically do you use AI tools for the following tasks? [API design],How systematically do you use AI tools for the following tasks? [Code generation],How systematically do you use AI tools for the following tasks? [Code review],How systematically do you use AI tools for the following tasks? [Refactoring],How systematically do you use AI tools for the following tasks? [Test generation],How systematically do you use AI tools for the following tasks? [Documentation],How systematically do you use AI tools for the following tasks? [Debugging and troubleshooting],How systematically do you use AI tools for the following tasks? [Accessibility checking],How systematically do you use AI tools for the following tasks? [Performance optimisation],How systematically do you use AI tools for the following tasks? [Security review],How systematically do you use AI tools for the following tasks? [Documentation generation],For which Wagtail-related tasks do you regularly use AI assistance? [Generating page types or other models],For which Wagtail-related tasks do you regularly use AI assistance? [Generating StreamField block definitions],For which Wagtail-related tasks do you regularly use AI assistance? [Wiring site data to Django templates],For which Wagtail-related tasks do you regularly use AI assistance? [Wagtail/Django upgrades and migrations],"For which Wagtail-related tasks do you regularly use AI assistance? [CMS customizations (hooks, ViewSets, etc)]",For which Wagtail-related tasks do you regularly use AI assistance? [Wagtail API integrations],For which Wagtail-related tasks do you regularly use AI assistance? [Content migration scripts],For which Wagtail-related tasks do you regularly use AI assistance? [Debugging Wagtail-specific issues],For which Wagtail-related tasks do you regularly use AI assistance? [Exploring documentation or source code],For which Wagtail-related tasks do you regularly use AI assistance? [Front-end development],Do you use some of our existing efforts with AI in Wagtail?,"Please rate the importance of the following considerations for your team around AI adoption [Intellectual property, copyright, licensing]",Please rate the importance of the following considerations for your team around AI adoption [Legal liability / compliance],Please rate the importance of the following considerations for your team around AI adoption [Ethics and bias],Please rate the importance of the following considerations for your team around AI adoption [Environmental impact],Please rate the importance of the following considerations for your team around AI adoption [Broader societal impact],Please rate the importance of the following considerations for your team around AI adoption [Cost and commercial viability],Please rate the importance of the following considerations for your team around AI adoption [None of these],Please rate which possible improvements you think would be most helpful for AI-assisted development [Better docs of Wagtail capabilities],Please rate which possible improvements you think would be most helpful for AI-assisted development [Better docs of Django capabilities on Wagtail projects],Please rate which possible improvements you think would be most helpful for AI-assisted development [Better tutorial/cookbook-style content],Please rate which possible improvements you think would be most helpful for AI-assisted development [Better inline code docs in Wagtail's source],Please rate which possible improvements you think would be most helpful for AI-assisted development [Type hints for Python code],Please rate which possible improvements you think would be most helpful for AI-assisted development [Machine-readable API references and code examples],Please rate which possible improvements you think would be most helpful for AI-assisted development [Opinionated starter kits / project templates],Please rate which possible improvements you think would be most helpful for AI-assisted development [Official Wagtail rules / prompts / skills for AI assistants],"Please rate which possible improvements you think would be most helpful for AI-assisted development [Official CLI for common tasks (scaffolding, upgrades)]",Please rate which possible improvements you think would be most helpful for AI-assisted development [Official write API for programmatic content creation],Please rate which possible improvements you think would be most helpful for AI-assisted development [Official wagtail.org MCP server for docs and QA],Please rate which possible improvements you think would be most helpful for AI-assisted development [Official project-integrated MCP server for automation],Please rate which content management features you think would be most helpful for CMS users working with AI [Natural language search],Please rate which content management features you think would be most helpful for CMS users working with AI [First draft writing assistance],"Please rate which content management features you think would be most helpful for CMS users working with AI [Editorial assistance (feedback, rewriting)]",Please rate which content management features you think would be most helpful for CMS users working with AI [Automated translations],Please rate which content management features you think would be most helpful for CMS users working with AI [Automated content personalization],Please rate which content management features you think would be most helpful for CMS users working with AI [Structured data / metadata generation],Please rate which content management features you think would be most helpful for CMS users working with AI [Image alt text generation],Please rate which content management features you think would be most helpful for CMS users working with AI [Connector with existing AI agents and tools]
10/04/2026 17:32:51,Never,Familiar - usage for straightforward tasks,"AI autocomplete in editor, Chat interface, Agentic coding CLI, Agentic web or mobile interface, Continuous integration or QA agents",I haven’t tried,2,3 (always),3 (always),2,3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),2,2,2,2,0 (never),0 (never),0 (never),0 (never),0 (never),0 (never),0 (never),0 (never),0 (never),0 (never),,3 (very important),3 (very important),3 (very important),1,2,2,1,3 (very helpful),3 (very helpful),3 (very helpful),3 (very helpful),3 (very helpful),3 (very helpful),3 (very helpful),3 (very helpful),3 (very helpful),3 (very helpful),3 (very helpful),3 (very helpful),3 (very helpful),3 (very helpful),3 (very helpful),2,2,3 (very helpful),3 (very helpful),3 (very helpful)
10/04/2026 18:53:42,Occasionally,Beginner - starting to explore,Chat interface,I haven’t tried,1,1,0 (never),0 (never),0 (never),0 (never),0 (never),0 (never),0 (never),2,1,0 (never),0 (never),0 (never),2,0 (never),0 (never),0 (never),0 (never),0 (never),0 (never),0 (never),0 (never),1,0 (never),,3 (very important),3 (very important),3 (very important),2,2,2,,,,,,3 (very helpful),,,,,,2,2,,,,,,,,
10/04/2026 18:58:44,Occasionally,Familiar - usage for straightforward tasks,"AI autocomplete in editor, Chat interface, Agentic coding in editor",Somewhat well,0 (never),0 (never),0 (never),0 (never),0 (never),2,0 (never),2,1,1,0 (never),0 (never),0 (never),0 (never),1,0 (never),0 (never),0 (never),2,0 (never),0 (never),0 (never),0 (never),0 (never),1,,1,1,2,2,1,2,,2,2,1,2,2,2,2,3 (very helpful),1,1,3 (very helpful),2,2,2,2,2,1,2,1,2
10/04/2026 19:28:10,Always,Advanced - customized workflows or tooling,"Agentic coding CLI, Agentic coding in editor",Very well,3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),2,3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),2,2,1,3 (always),0 (never),2,,2,2,3 (very important),3 (very important),3 (very important),3 (very important),,2,2,1,1,1,1,0 (not helpful),3 (very helpful),3 (very helpful),2,0 (not helpful),0 (not helpful),3 (very helpful),0 (not helpful),2,3 (very helpful),2,2,3 (very helpful),2
10/04/2026 20:46:10,Always,Advanced - customized workflows or tooling,"Agentic coding CLI, Agentic web or mobile interface, Continuous integration or QA agents",Somewhat well,3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),llms.txt for docs,0 (not important),1,2,0 (not important),1,3 (very important),,1,2,2,1,3 (very helpful),3 (very helpful),1,3 (very helpful),3 (very helpful),3 (very helpful),1,1,3 (very helpful),2,3 (very helpful),3 (very helpful),1,3 (very helpful),3 (very helpful),3 (very helpful)
10/04/2026 21:06:29,Daily,Confident - adjusted workflow around it,"AI autocomplete in editor, Chat interface, Agentic coding CLI",Somewhat well,2,3 (always),1,2,2,2,1,2,3 (always),3 (always),2,1,1,1,2,2,2,2,1,2,1,1,3 (always),0 (never),3 (always),,0 (not important),0 (not important),0 (not important),0 (not important),0 (not important),0 (not important),0 (not important),1,1,1,1,3 (very helpful),1,1,2,3 (very helpful),3 (very helpful),3 (very helpful),3 (very helpful),2,1,2,3 (very helpful),1,3 (very helpful),3 (very helpful),2
10/04/2026 23:11:52,Always,Advanced - customized workflows or tooling,"Agentic coding CLI, Agentic web or mobile interface, Continuous integration or QA agents",Very well,2,2,2,3 (always),3 (always),3 (always),2,3 (always),3 (always),3 (always),3 (always),,2,2,3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),"Wagtail AI, llms.txt for docs",1,2,2,2,1,3 (very important),,2,2,3 (very helpful),1,1,2,3 (very helpful),2,2,3 (very helpful),1,1,2,0 (not helpful),1,1,1,1,2,2
11/04/2026 13:39:21,Weekly,Confident - adjusted workflow around it,"AI autocomplete in editor, Chat interface, Continuous integration or QA agents",Somewhat well,1,1,2,,2,1,0 (never),0 (never),0 (never),1,0 (never),1,1,0 (never),1,1,1,1,1,1,1,1,0 (never),0 (never),0 (never),Wagtail AI,2,2,2,2,1,2,0 (not important),1,1,0 (not helpful),0 (not helpful),1,1,1,0 (not helpful),0 (not helpful),0 (not helpful),0 (not helpful),0 (not helpful),1,1,2,2,2,2,2,1
11/04/2026 18:27:02,Occasionally,Beginner - starting to explore,Translation related AI usecases,I haven’t tried,2,1,1,2,2,2,2,3 (always),2,2,3 (always),3 (always),3 (always),3 (always),3 (always),1,1,1,0 (never),,,,2,2,2,"llms.txt for docs, Upgrades agent skill",3 (very important),3 (very important),2,2,3 (very important),3 (very important),,,,,3 (very helpful),3 (very helpful),3 (very helpful),,3 (very helpful),,,,,3 (very helpful),1,3 (very helpful),3 (very helpful),1,1,3 (very helpful),3 (very helpful)
12/04/2026 00:21:12,Weekly,Confident - adjusted workflow around it,"AI autocomplete in editor, Chat interface, Agentic coding CLI, Agentic coding in editor, Continuous integration or QA agents",Very well,2,1,2,0 (never),2,3 (always),3 (always),3 (always),1,1,,0 (never),2,1,1,3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),1,0 (never),2,,3 (very important),1,3 (very important),2,3 (very important),1,,3 (very helpful),3 (very helpful),2,3 (very helpful),1,1,3 (very helpful),3 (very helpful),2,3 (very helpful),0 (not helpful),0 (not helpful),2,1,1,0 (not helpful),0 (not helpful),3 (very helpful),3 (very helpful),1
12/04/2026 05:52:54,Never,No experience,None,I haven’t tried,0 (never),0 (never),0 (never),0 (never),0 (never),0 (never),0 (never),0 (never),0 (never),0 (never),0 (never),0 (never),0 (never),0 (never),0 (never),0 (never),0 (never),0 (never),0 (never),0 (never),0 (never),0 (never),0 (never),0 (never),0 (never),,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/04/2026 19:45:31,Never,Familiar - usage for straightforward tasks,Chat interface,Poorly,,1,1,0 (never),,0 (never),0 (never),1,1,1,1,0 (never),0 (never),1,1,0 (never),0 (never),1,1,0 (never),0 (never),1,0 (never),0 (never),0 (never),,3 (very important),3 (very important),3 (very important),3 (very important),3 (very important),1,,0 (not helpful),0 (not helpful),0 (not helpful),1,3 (very helpful),0 (not helpful),0 (not helpful),0 (not helpful),0 (not helpful),0 (not helpful),0 (not helpful),0 (not helpful),1,0 (not helpful),0 (not helpful),0 (not helpful),0 (not helpful),0 (not helpful),1,0 (not helpful)
13/04/2026 05:21:05,Daily,Confident - adjusted workflow around it,"Chat interface, Agentic coding in editor",Very well,2,3 (always),3 (always),3 (always),1,3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),2,2,1,0 (never),1,1,2,2,,3 (very important),3 (very important),3 (very important),2,2,1,,3 (very helpful),3 (very helpful),3 (very helpful),3 (very helpful),3 (very helpful),3 (very helpful),3 (very helpful),3 (very helpful),3 (very helpful),3 (very helpful),3 (very helpful),3 (very helpful),3 (very helpful),2,2,3 (very helpful),3 (very helpful),3 (very helpful),3 (very helpful),3 (very helpful)
13/04/2026 13:02:11,Occasionally,Familiar - usage for straightforward tasks,"AI autocomplete in editor, Chat interface",Somewhat well,0 (never),0 (never),0 (never),0 (never),0 (never),1,0 (never),1,0 (never),1,1,1,1,1,1,0 (never),0 (never),1,0 (never),1,0 (never),1,1,0 (never),1,,3 (very important),1,3 (very important),3 (very important),3 (very important),3 (very important),,3 (very helpful),3 (very helpful),2,2,1,3 (very helpful),2,1,1,1,1,1,2,0 (not helpful),1,1,0 (not helpful),2,1,0 (not helpful)
13/04/2026 20:04:05,Daily,Confident - adjusted workflow around it,"Agentic coding CLI, Scheduled AI tasks, Continuous integration or QA agents",Poorly,2,2,2,,1,3 (always),3 (always),3 (always),3 (always),2,2,2,2,0 (never),2,3 (always),2,3 (always),3 (always),0 (never),0 (never),0 (never),0 (never),2,2,,1,1,1,0 (not important),1,3 (very important),,2,3 (very helpful),2,3 (very helpful),3 (very helpful),2,0 (not helpful),1,1,3 (very helpful),3 (very helpful),3 (very helpful),3 (very helpful),2,2,2,1,2,3 (very helpful),3 (very helpful)
14/04/2026 08:33:07,Daily,Familiar - usage for straightforward tasks,"AI autocomplete in editor, Chat interface, Agentic coding CLI, Agentic coding in editor",Very well,2,2,2,2,2,2,2,2,2,3 (always),2,0 (never),0 (never),1,0 (never),2,2,2,2,2,1,2,2,2,1,Wagtail AI,1,1,1,2,3 (very important),2,0 (not important),2,2,2,2,2,0 (not helpful),1,1,1,1,1,1,2,2,1,3 (very helpful),3 (very helpful),3 (very helpful),2,0 (not helpful)
14/04/2026 13:53:47,Weekly,Familiar - usage for straightforward tasks,Chat interface,Somewhat well,0 (never),0 (never),0 (never),1,1,2,0 (never),0 (never),0 (never),0 (never),0 (never),1,1,1,0 (never),2,1,0 (never),0 (never),2,0 (never),0 (never),1,2,2,llms.txt for docs,1,1,3 (very important),2,2,1,0 (not important),1,1,1,1,1,1,1,3 (very helpful),1,1,2,1,1,2,1,1,1,2,2,0 (not helpful)
14/04/2026 19:03:40,Weekly,Beginner - starting to explore,"Chat interface, Agentic coding in editor",Very well,2,1,1,1,1,1,3 (always),2,2,3 (always),2,1,3 (always),3 (always),3 (always),3 (always),0 (never),1,1,2,2,2,3 (always),3 (always),1,,3 (very important),3 (very important),3 (very important),3 (very important),3 (very important),3 (very important),,,3 (very helpful),3 (very helpful),1,1,2,2,2,2,2,2,2,3 (very helpful),3 (very helpful),3 (very helpful),3 (very helpful),3 (very helpful),2,3 (very helpful),3 (very helpful)
14/04/2026 21:34:32,Daily,Advanced - customized workflows or tooling,"AI autocomplete in editor, Agentic coding CLI, Agentic web or mobile interface, Continuous integration or QA agents",Poorly,2,2,1,1,2,3 (always),1,2,2,1,2,0 (never),2,1,1,1,1,1,2,3 (always),2,3 (always),3 (always),1,1,,0 (not important),0 (not important),1,1,1,2,,2,2,0 (not helpful),3 (very helpful),3 (very helpful),3 (very helpful),1,3 (very helpful),3 (very helpful),3 (very helpful),1,1,3 (very helpful),3 (very helpful),2,3 (very helpful),1,2,1,3 (very helpful)
14/04/2026 23:00:16,Weekly,Advanced - customized workflows or tooling,"AI autocomplete in editor, Chat interface, Agentic coding in editor, Agentic web or mobile interface",Very well,0 (never),0 (never),0 (never),1,2,2,0 (never),2,2,1,2,1,1,0 (never),1,2,2,2,2,2,1,1,1,1,2,Wagtail AI,3 (very important),3 (very important),3 (very important),3 (very important),3 (very important),2,,2,2,1,0 (not helpful),2,0 (not helpful),1,2,0 (not helpful),0 (not helpful),1,0 (not helpful),3 (very helpful),0 (not helpful),2,3 (very helpful),1,2,3 (very helpful),1
15/04/2026 05:55:37,Daily,Familiar - usage for straightforward tasks,"Chat interface, Agentic coding CLI, Agentic coding in editor, Agentic web or mobile interface",Somewhat well,3 (always),3 (always),2,1,1,3 (always),3 (always),1,3 (always),3 (always),3 (always),3 (always),3 (always),1,3 (always),2,0 (never),0 (never),1,1,1,2,3 (always),3 (always),3 (always),Wagtail AI,3 (very important),3 (very important),3 (very important),1,2,2,0 (not important),3 (very helpful),2,2,2,2,3 (very helpful),3 (very helpful),2,2,2,,,2,2,2,3 (very helpful),2,3 (very helpful),3 (very helpful),3 (very helpful)
15/04/2026 10:43:28,Occasionally,Beginner - starting to explore,"AI autocomplete in editor, Chat interface",Poorly,0 (never),1,1,2,2,3 (always),1,2,3 (always),3 (always),2,0 (never),0 (never),0 (never),3 (always),3 (always),3 (always),3 (always),3 (always),1,1,3 (always),0 (never),0 (never),2,,1,1,0 (not important),3 (very important),1,1,0 (not important),0 (not helpful),0 (not helpful),0 (not helpful),0 (not helpful),1,3 (very helpful),2,2,0 (not helpful),2,1,1,3 (very helpful),3 (very helpful),3 (very helpful),3 (very helpful),3 (very helpful),3 (very helpful),3 (very helpful),3 (very helpful)
15/04/2026 13:02:41,Weekly,Familiar - usage for straightforward tasks,"AI autocomplete in editor, Chat interface, Agentic coding CLI, Agentic coding in editor",Somewhat well,0 (never),1,2,0 (never),0 (never),2,1,1,1,1,3 (always),0 (never),1,0 (never),1,1,1,0 (never),0 (never),0 (never),0 (never),0 (never),2,0 (never),1,,2,2,2,3 (very important),3 (very important),3 (very important),,1,2,3 (very helpful),1,2,2,0 (not helpful),3 (very helpful),1,0 (not helpful),3 (very helpful),2,2,0 (not helpful),0 (not helpful),1,0 (not helpful),1,2,0 (not helpful)
15/04/2026 13:09:00,Always,Familiar - usage for straightforward tasks,"AI autocomplete in editor, Chat interface, Agentic coding CLI, Agentic coding in editor",Somewhat well,0 (never),0 (never),1,0 (never),0 (never),3 (always),1,1,3 (always),2,3 (always),0 (never),2,0 (never),3 (always),3 (always),3 (always),3 (always),0 (never),3 (always),3 (always),0 (never),3 (always),3 (always),3 (always),,3 (very important),3 (very important),3 (very important),3 (very important),3 (very important),3 (very important),,3 (very helpful),3 (very helpful),1,3 (very helpful),1,2,2,3 (very helpful),,,,,3 (very helpful),1,1,3 (very helpful),1,3 (very helpful),3 (very helpful),3 (very helpful)
15/04/2026 13:23:43,Always,Familiar - usage for straightforward tasks,Agentic coding CLI,Very well,3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),,1,1,1,1,0 (not important),1,,1,1,2,1,0 (not helpful),1,2,2,0 (not helpful),1,0 (not helpful),1,,,,,,,,
15/04/2026 13:33:33,Always,Advanced - customized workflows or tooling,"Chat interface, Agentic coding CLI",Very well,3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),1,3 (always),3 (always),2,3 (always),1,3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),llms.txt for docs,3 (very important),3 (very important),3 (very important),2,3 (very important),3 (very important),,,,,,3 (very helpful),3 (very helpful),,,,3 (very helpful),,,,,3 (very helpful),,,,,3 (very helpful)
16/04/2026 22:57:56,Always,Advanced - customized workflows or tooling,"Agentic coding CLI, Agentic web or mobile interface, Scheduled AI tasks, Continuous integration or QA agents",Somewhat well,1,2,0 (never),3 (always),2,3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),0 (never),2,2,3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),3 (always),1,3 (always),,0 (not important),3 (very important),1,2,2,2,0 (not important),2,1,2,0 (not helpful),3 (very helpful),1,2,3 (very helpful),2,0 (not helpful),2,2,0 (not helpful),0 (not helpful),3 (very helpful),3 (very helpful),2,3 (very helpful),3 (very helpful),2
